yORF,gene name,GFP tagged,GFP visualized?,TAP visualized?,abundance,error,localization summary
YCL026C-A,FRM2,tagged,visualized,not TAP visualized,not visualized,,"cytoplasm,nucleus"
YCL026C-B,,tagged,visualized,TAP visualized,low signal,,"cytoplasm,nucleus"
YCL027W,FUS1,tagged,visualized,not TAP visualized,not visualized,,vacuole
YCL028W,RNQ1,tagged,visualized,TAP visualized,1140,,"cytoplasm,nucleus"
YCL029C,BIK1,tagged,visualized,TAP visualized,300,,"spindle pole,microtubule"
YCL030C,HIS4,tagged,visualized,TAP visualized,521,,cytoplasm
YCL031C,RRP7,tagged,visualized,TAP visualized,2610,,"nucleolus,nucleus"
YCL032W,STE50,tagged,visualized,TAP visualized,1670,,cytoplasm
YCL034W,LSB5,tagged,visualized,TAP visualized,low signal,,"cytoplasm,nucleus"
YCL035C,GRX1,tagged,visualized,TAP visualized,3030,,"cytoplasm,nucleus"
YCL037C,SRO9,tagged,visualized,TAP visualized,8430,,cytoplasm
YCL039W,GID7,tagged,visualized,TAP visualized,1200,,"cytoplasm,nucleus"
YCL040W,GLK1,tagged,visualized,TAP visualized,21100,,"cytoplasm,punctate composite"
YCL043C,PDI1,tagged,visualized,TAP visualized,low signal,,vacuole
YCL044C,,tagged,visualized,TAP visualized,3410,,mitochondrion
YCL045C,,tagged,visualized,TAP visualized,2840,,ER
YCL050C,APA1,tagged,visualized,TAP visualized,19600,,"cytoplasm,nucleus"
YCL052C,PBN1,tagged,visualized,TAP visualized,4930,,ER
YCL055W,KAR4,tagged,visualized,TAP visualized,1690,,"cytoplasm,nucleus"
YCL056C,,tagged,visualized,not TAP visualized,not visualized,,punctate composite
YCL057W,PRD1,tagged,visualized,TAP visualized,8910,,cytoplasm
YCL059C,KRR1,tagged,visualized,TAP visualized,4340,,"cytoplasm,nucleolus"
YCL061C,MRC1,tagged,visualized,TAP visualized,721,,nucleus
YCL064C,CHA1,tagged,visualized,TAP visualized,36600,,mitochondrion
YCR002C,CDC10,tagged,visualized,TAP visualized,14100,,"bud neck,cell periphery"
YCR003W,MRPL32,tagged,visualized,TAP visualized,1690,,mitochondrion
YCR004C,YCP4,tagged,visualized,TAP visualized,14600,,"cytoplasm,punctate composite"
YCR005C,CIT2,tagged,visualized,TAP visualized,2310,,cytoplasm
YCR009C,RVS161,tagged,visualized,TAP visualized,7390,,"cytoplasm,actin"
YCR011C,ADP1,tagged,visualized,TAP visualized,339,,ER
YCR012W,PGK1,tagged,visualized,TAP visualized,314000,132000.0,"cytoplasm,nucleus"
YCR016W,,tagged,visualized,TAP visualized,1850,,"nucleolus,nucleus"
YCR017C,CWH43,tagged,visualized,not TAP visualized,not visualized,,ER
YCR018C,SRD1,tagged,visualized,TAP visualized,2100,,"cytoplasm,nucleus"
YCR018C-A,,tagged,visualized,not TAP visualized,not visualized,,"cytoplasm,nucleus"
YCR020C,PET18,tagged,visualized,TAP visualized,195,,ambiguous
YCR020W-B,HTL1,tagged,visualized,TAP visualized,3550,,nucleus
YCR021C,HSP30,tagged,visualized,TAP visualized,7800,,ambiguous
YCR023C,,tagged,visualized,TAP visualized,low signal,,ambiguous
YCR024C,PMP1,tagged,visualized,TAP visualized,784,,mitochondrion
YCR024C-A,PMP1,tagged,visualized,TAP visualized,124000,,"cell periphery,vacuole"
YCR027C,RHB1,tagged,visualized,TAP visualized,1600,,cytoplasm
YCR028C,FEN2,tagged,visualized,not TAP visualized,not visualized,,vacuole
YCR028C-A,RIM1,tagged,visualized,TAP visualized,3060,,mitochondrion
YCR030C,SYP1,tagged,visualized,TAP visualized,4280,,"bud neck,cell periphery,punctate composite"
YCR033W,SNT1,tagged,visualized,TAP visualized,396,,nucleus
YCR034W,FEN1,tagged,visualized,TAP visualized,3510,,ER
YCR035C,RRP43,tagged,visualized,TAP visualized,3180,,"nucleolus,nucleus"
YCR036W,RBK1,tagged,visualized,TAP visualized,1780,,"cytoplasm,nucleus"
YCR037C,PHO87,tagged,visualized,TAP visualized,504,,ambiguous
YCR038C,BUD5,tagged,visualized,TAP visualized,2110,,"bud neck,cell periphery"
YCR042C,TAF2,tagged,visualized,TAP visualized,1160,,nucleus
YCR043C,,tagged,visualized,TAP visualized,4240,,Golgi
YCR044C,PER1,tagged,visualized,TAP visualized,3050,,ER
YCR046C,IMG1,tagged,visualized,TAP visualized,4150,,mitochondrion
YCR047C,BUD23,tagged,visualized,TAP visualized,1620,,"cytoplasm,nucleus"
YCR048W,ARE1,tagged,visualized,TAP visualized,technical problem,,ER
YCR051W,,tagged,visualized,TAP visualized,784,,"cytoplasm,nucleus"
YCR053W,THR4,tagged,visualized,TAP visualized,26000,,"cytoplasm,nucleus"
YCR054C,CTR86,tagged,visualized,TAP visualized,8970,,cytoplasm
YCR057C,PWP2,tagged,visualized,TAP visualized,16700,3090.0,nucleolus
YCR059C,YIH1,tagged,visualized,TAP visualized,3030,,"cytoplasm,nucleus"
YCR060W,,tagged,visualized,TAP visualized,1660,,"cytoplasm,nucleus"
YCR061W,,tagged,visualized,not TAP visualized,not visualized,,punctate composite
YCR063W,BUD31,tagged,visualized,TAP visualized,1900,,nucleus
YCR065W,HCM1,tagged,visualized,TAP visualized,358,,"cytoplasm,nucleus"
YCR067C,SED4,tagged,visualized,TAP visualized,low signal,,ER
YCR069W,CPR4,tagged,visualized,TAP visualized,low signal,,vacuole
YCR071C,IMG2,tagged,visualized,TAP visualized,1710,,mitochondrion
YCR073W-A,SOL2,tagged,visualized,TAP visualized,1160,,cytoplasm
YCR077C,PAT1,tagged,visualized,TAP visualized,656,,cytoplasm
YCR079W,,tagged,visualized,TAP visualized,432,,mitochondrion
YCR081W,SRB8,tagged,visualized,TAP visualized,1730,,cytoplasm
YCR082W,,tagged,visualized,TAP visualized,981,,"cytoplasm,nucleus"
YCR083W,TRX3,tagged,visualized,TAP visualized,1010,,mitochondrion
YCR084C,TUP1,tagged,visualized,TAP visualized,5840,,nucleus
YCR086W,CSM1,tagged,visualized,TAP visualized,1920,,nucleolus
YCR087C-A,,tagged,visualized,TAP visualized,3430,,nucleolus
YCR088W,ABP1,tagged,visualized,TAP visualized,606,,actin
YCR090C,,tagged,visualized,TAP visualized,3970,,"cytoplasm,nucleus"
YCR092C,MSH3,tagged,visualized,TAP visualized,736,,"cytoplasm,nucleus"
YCR093W,CDC39,tagged,visualized,TAP visualized,4300,,cytoplasm
YCR094W,CDC50,tagged,visualized,TAP visualized,589,,late Golgi
YCR095C,,tagged,visualized,TAP visualized,5370,,cytoplasm
YDL001W,RMD1,tagged,visualized,TAP visualized,952,,cytoplasm
YDL002C,NHP10,tagged,visualized,TAP visualized,1760,,nucleus
YDL003W,MCD1,tagged,visualized,TAP visualized,1040,106.0,"cytoplasm,nucleus"
YDL005C,MED2,tagged,visualized,TAP visualized,10800,,nucleus
YDL008W,APC11,tagged,visualized,TAP visualized,377,,vacuolar membrane
YDL010W,,tagged,visualized,TAP visualized,1640,,vacuole
YDL012C,,tagged,visualized,TAP visualized,2250,,cell periphery
YDL015C,TSC13,tagged,visualized,TAP visualized,23600,,ER
YDL017W,CDC7,tagged,visualized,TAP visualized,1600,816.0,"cytoplasm,nucleus"
YDL018C,ERP3,tagged,visualized,TAP visualized,3190,,ER
YDL019C,OSH2,tagged,visualized,TAP visualized,1070,,punctate composite
YDL020C,RPN4,tagged,visualized,TAP visualized,low signal,,"cytoplasm,nucleus"
YDL021W,GPM2,tagged,visualized,TAP visualized,2020,,"cytoplasm,nucleus"
YDL022W,GPD1,tagged,visualized,TAP visualized,807,,peroxisome
YDL025C,,tagged,visualized,TAP visualized,861,,ambiguous
YDL027C,,tagged,visualized,TAP visualized,450,,mitochondrion
YDL028C,MPS1,tagged,visualized,TAP visualized,low signal,,bud neck
YDL029W,ARP2,tagged,visualized,TAP visualized,6650,,punctate composite
YDL030W,PRP9,tagged,visualized,TAP visualized,3920,429.0,nucleus
YDL033C,,tagged,visualized,TAP visualized,1510,,mitochondrion
YDL036C,,tagged,visualized,TAP visualized,639,,"cytoplasm,nucleus"
YDL040C,NAT1,tagged,visualized,TAP visualized,7600,,cytoplasm
YDL042C,SIR2,tagged,visualized,TAP visualized,3350,,nuclear periphery
YDL043C,PRP11,tagged,visualized,TAP visualized,3460,,nucleus
YDL044C,MTF2,tagged,visualized,TAP visualized,2060,,mitochondrion
YDL045C,FAD1,tagged,visualized,TAP visualized,technical problem,,cytoplasm
YDL045W-A,MRP10,tagged,visualized,TAP visualized,259,,mitochondrion
YDL046W,NPC2,tagged,visualized,TAP visualized,2840,,vacuole
YDL047W,SIT4,tagged,visualized,TAP visualized,3970,,"cytoplasm,nucleus"
YDL048C,STP4,tagged,visualized,TAP visualized,623,,"cytoplasm,mitochondrion,nucleus"
YDL051W,LHP1,tagged,visualized,not TAP visualized,not visualized,,nucleus
YDL052C,SLC1,tagged,visualized,TAP visualized,technical problem,,ER
YDL053C,,tagged,visualized,TAP visualized,1560,,"cytoplasm,nucleus"
YDL054C,MCH1,tagged,visualized,not TAP visualized,not visualized,,vacuolar membrane
YDL055C,PSA1,tagged,visualized,TAP visualized,97100,,cytoplasm
YDL056W,MBP1,tagged,visualized,TAP visualized,521,,nucleus
YDL058W,USO1,tagged,visualized,TAP visualized,2330,,punctate composite
YDL059C,RAD59,tagged,visualized,TAP visualized,468,,"cytoplasm,nucleus"
YDL060W,TSR1,tagged,visualized,TAP visualized,1390,,"cytoplasm,nucleus"
YDL061C,RPS29B,tagged,visualized,TAP visualized,5410,,cytoplasm
YDL063C,,tagged,visualized,TAP visualized,2600,,"cytoplasm,nucleus"
YDL064W,UBC9,tagged,visualized,TAP visualized,2600,,"cytoplasm,nucleus"
YDL065C,PEX19,tagged,visualized,TAP visualized,5350,,cytoplasm
YDL066W,IDP1,tagged,visualized,not TAP visualized,not visualized,,mitochondrion
YDL067C,COX9,tagged,visualized,TAP visualized,35500,,mitochondrion
YDL070W,BDF2,tagged,visualized,TAP visualized,2930,,"cytoplasm,nucleus"
YDL072C,,tagged,visualized,TAP visualized,2840,,ER
YDL074C,BRE1,tagged,visualized,TAP visualized,2980,,nucleus
YDL076C,RXT3,tagged,visualized,TAP visualized,3060,,nucleus
YDL077C,VAM6,tagged,visualized,TAP visualized,319,,ambiguous
YDL078C,MDH3,tagged,visualized,TAP visualized,3300,,"cytoplasm,nucleus"
YDL080C,THI3,tagged,visualized,TAP visualized,2140,,nucleus
YDL081C,RPP1A,tagged,visualized,not TAP visualized,not visualized,,cytoplasm
YDL082W,RPL13A,tagged,visualized,TAP visualized,133000,,cytoplasm
YDL083C,RPS16B,tagged,visualized,not TAP visualized,not visualized,,cytoplasm
YDL084W,SUB2,tagged,visualized,TAP visualized,51700,,nucleus
YDL085C-A,,tagged,visualized,TAP visualized,876,,"cytoplasm,nucleus"
YDL087C,LUC7,tagged,visualized,TAP visualized,2270,,nucleus
YDL088C,ASM4,tagged,visualized,TAP visualized,2740,,nuclear periphery
YDL089W,,tagged,visualized,TAP visualized,606,,"ambiguous,nuclear periphery"
YDL090C,RAM1,tagged,visualized,TAP visualized,3910,,cytoplasm
YDL091C,,tagged,visualized,TAP visualized,233,,punctate composite
YDL092W,SRP14,tagged,visualized,TAP visualized,8000,,ER
YDL095W,PMT1,tagged,visualized,TAP visualized,41500,,ER
YDL097C,RPN6,tagged,visualized,TAP visualized,16800,,"cytoplasm,nucleus"
YDL098C,SNU23,tagged,visualized,TAP visualized,907,,nucleus
YDL099W,,tagged,visualized,TAP visualized,5220,,"punctate composite,early Golgi"
YDL100C,ARR4,tagged,visualized,TAP visualized,17300,,ER
YDL101C,DUN1,tagged,visualized,TAP visualized,3480,,nucleus
YDL102W,CDC2,tagged,visualized,not TAP visualized,not visualized,,nucleus
YDL103C,QRI1,tagged,visualized,TAP visualized,5480,,"cytoplasm,nucleus"
YDL104C,QRI7,tagged,visualized,TAP visualized,1400,,mitochondrion
YDL105W,QRI2,tagged,visualized,TAP visualized,technical problem,,nucleus
YDL106C,PHO2,tagged,visualized,TAP visualized,6420,,nucleus
YDL107W,MSS2,tagged,visualized,TAP visualized,736,,mitochondrion
YDL108W,KIN28,tagged,visualized,TAP visualized,4400,,nucleus
YDL110C,,tagged,visualized,TAP visualized,2110,,"cytoplasm,nucleus"
YDL111C,RRP42,tagged,visualized,TAP visualized,7110,,"cytoplasm,nucleolus,nucleus"
YDL112W,TRM3,tagged,visualized,TAP visualized,861,,cytoplasm
YDL113C,CVT20,tagged,visualized,TAP visualized,358,,endosome
YDL115C,IWR1,tagged,visualized,TAP visualized,1080,,"cytoplasm,nucleus"
YDL116W,NUP84,tagged,visualized,TAP visualized,8580,,nuclear periphery
YDL117W,CYK3,tagged,visualized,TAP visualized,377,,"bud neck,cytoplasm"
YDL119C,,tagged,visualized,TAP visualized,1550,,mitochondrion
YDL120W,YFH1,tagged,visualized,TAP visualized,1560,,mitochondrion
YDL121C,,tagged,visualized,TAP visualized,3260,,ER
YDL122W,UBP1,tagged,visualized,TAP visualized,8970,,cytoplasm
YDL123W,SNA4,tagged,visualized,TAP visualized,6780,,vacuolar membrane
YDL124W,,tagged,visualized,TAP visualized,4030,,"cytoplasm,nucleus"
YDL125C,HNT1,tagged,visualized,TAP visualized,5410,,"cytoplasm,nucleus"
YDL126C,CDC48,tagged,visualized,TAP visualized,78400,,"cytoplasm,nucleus"
YDL128W,VCX1,tagged,visualized,TAP visualized,7770,,ER
YDL129W,,tagged,visualized,TAP visualized,450,,"cytoplasm,nucleus"
YDL130W,RPP1B,tagged,visualized,TAP visualized,22400,,cytoplasm
YDL130W-A,STF1,tagged,visualized,TAP visualized,low signal,,mitochondrion
YDL131W,LYS21,tagged,visualized,TAP visualized,21900,,nucleus
YDL132W,CDC53,tagged,visualized,TAP visualized,377,,"cytoplasm,nucleus"
YDL133C-A,RPL41B,tagged,visualized,TAP visualized,4910,,cytoplasm
YDL134C,PPH21,tagged,visualized,TAP visualized,5620,,"cytoplasm,nucleus"
YDL135C,RDI1,tagged,visualized,TAP visualized,1670,,"cytoplasm,nucleus"
YDL136W,RPL35B,tagged,visualized,TAP visualized,19100,,cytoplasm
YDL137W,ARF2,tagged,visualized,TAP visualized,25000,,"early Golgi,late Golgi"
YDL139C,SCM3,tagged,visualized,TAP visualized,556,,"cytoplasm,nucleus"
YDL140C,RPO21,tagged,visualized,TAP visualized,technical problem,,nucleus
YDL141W,BPL1,tagged,visualized,TAP visualized,1970,,"cytoplasm,nucleus"
YDL142C,CRD1,tagged,visualized,TAP visualized,876,,mitochondrion
YDL144C,,tagged,visualized,TAP visualized,5170,,"cytoplasm,nucleus"
YDL145C,COP1,tagged,visualized,TAP visualized,15200,,"Golgi,early Golgi"
YDL146W,,tagged,visualized,TAP visualized,329,,"ambiguous,bud neck,cytoplasm,cell periphery,bud"
YDL147W,RPN5,tagged,visualized,TAP visualized,5710,,nucleus
YDL150W,RPC53,tagged,visualized,TAP visualized,998,157.0,nucleus
YDL152W,,tagged,visualized,not TAP visualized,not visualized,,nucleus
YDL155W,CLB3,tagged,visualized,TAP visualized,892,,"cytoplasm,nucleus"
YDL156W,,tagged,visualized,TAP visualized,3810,,"cytoplasm,nucleus"
YDL157C,,tagged,visualized,TAP visualized,752,,mitochondrion
YDL159W,STE7,tagged,visualized,TAP visualized,672,,cytoplasm
YDL160C,DHH1,tagged,visualized,TAP visualized,42900,,cytoplasm
YDL161W,ENT1,tagged,visualized,TAP visualized,low signal,,actin
YDL164C,CDC9,tagged,visualized,TAP visualized,149,,"mitochondrion,nucleus"
YDL165W,CDC36,tagged,visualized,TAP visualized,2120,,cytoplasm
YDL166C,FAP7,tagged,visualized,TAP visualized,8350,,"cytoplasm,nucleus"
YDL167C,NRP1,tagged,visualized,TAP visualized,3570,,cytoplasm
YDL168W,SFA1,tagged,visualized,TAP visualized,8370,,cytoplasm
YDL170W,UGA3,tagged,visualized,TAP visualized,1200,,nucleus
YDL171C,GLT1,tagged,visualized,TAP visualized,18900,,ambiguous
YDL173W,,tagged,visualized,TAP visualized,1140,,cytoplasm
YDL174C,DLD1,tagged,visualized,TAP visualized,10800,,mitochondrion
YDL175C,AIR2,tagged,visualized,TAP visualized,1800,,nucleus
YDL176W,,tagged,visualized,TAP visualized,339,,ambiguous
YDL178W,DLD2,tagged,visualized,TAP visualized,11400,,mitochondrion
YDL180W,,tagged,visualized,not TAP visualized,not visualized,,vacuole
YDL181W,INH1,tagged,visualized,TAP visualized,981,,mitochondrion
YDL182W,LYS20,tagged,visualized,TAP visualized,28100,,nucleus
YDL184C,RPL41A,tagged,visualized,TAP visualized,11900,,cytoplasm
YDL185W,TFP1,tagged,visualized,TAP visualized,200000,,vacuolar membrane
YDL188C,PPH22,tagged,visualized,TAP visualized,4110,,"cytoplasm,nucleus"
YDL189W,RBS1,tagged,visualized,TAP visualized,892,,"cytoplasm,punctate composite"
YDL190C,UFD2,tagged,visualized,TAP visualized,2600,,"cytoplasm,nucleus"
YDL191W,RPL35A,tagged,visualized,not TAP visualized,not visualized,,cytoplasm
YDL192W,ARF1,tagged,visualized,TAP visualized,19300,,"punctate composite,early Golgi,late Golgi"
YDL193W,,tagged,visualized,not TAP visualized,not visualized,,ER
YDL195W,SEC31,tagged,visualized,TAP visualized,1840,,ER to Golgi
YDL197C,ASF2,tagged,visualized,TAP visualized,1910,,nucleus
YDL201W,TRM8,tagged,visualized,TAP visualized,2630,,nucleus
YDL202W,MRPL11,tagged,visualized,TAP visualized,6070,,mitochondrion
YDL203C,,tagged,visualized,TAP visualized,98.9,,ambiguous
YDL204W,RTN2,tagged,visualized,TAP visualized,low signal,,ER
YDL205C,HEM3,tagged,visualized,TAP visualized,8480,1080.0,"cytoplasm,nucleus"
YDL207W,GLE1,tagged,visualized,TAP visualized,1040,,nuclear periphery
YDL208W,NHP2,tagged,visualized,not TAP visualized,not visualized,,nucleolus
YDL209C,CWC2,tagged,visualized,TAP visualized,2650,,nucleus
YDL211C,,tagged,visualized,TAP visualized,3360,,vacuole
YDL212W,SHR3,tagged,visualized,TAP visualized,6510,,ER
YDL213C,NOP6,tagged,visualized,TAP visualized,8970,,nucleolus
YDL215C,GDH2,tagged,visualized,TAP visualized,7400,,cytoplasm
YDL216C,RRI1,tagged,visualized,TAP visualized,low signal,,cytoplasm
YDL219W,DTD1,tagged,visualized,TAP visualized,4610,,cytoplasm
YDL220C,CDC13,tagged,visualized,TAP visualized,319,31.0,"cytoplasm,nucleus"
YDL222C,,tagged,visualized,TAP visualized,329,,punctate composite
YDL223C,HBT1,tagged,visualized,not TAP visualized,not visualized,,cytoplasm
YDL224C,WHI4,tagged,visualized,not TAP visualized,not visualized,,cytoplasm
YDL225W,SHS1,tagged,visualized,TAP visualized,5620,,"bud neck,cell periphery"
YDL226C,GCS1,tagged,visualized,TAP visualized,9560,,cytoplasm
YDL227C,HO,tagged,visualized,TAP visualized,low signal,,nucleus
YDL229W,SSB1,tagged,visualized,TAP visualized,170000,,cytoplasm
YDL230W,PTP1,tagged,visualized,TAP visualized,2690,,cytoplasm
YDL232W,OST4,tagged,visualized,TAP visualized,2430,,ER
YDL233W,,tagged,visualized,TAP visualized,1010,,"cytoplasm,nucleus"
YDL234C,GYP7,tagged,visualized,TAP visualized,2460,,cytoplasm
YDL235C,YPD1,tagged,visualized,TAP visualized,6330,,"cytoplasm,nucleus"
YDL236W,PHO13,tagged,visualized,TAP visualized,2980,,"cytoplasm,nucleus"
YDL238C,,tagged,visualized,TAP visualized,279,,"ambiguous,cytoplasm"
YDL240W,LRG1,tagged,visualized,TAP visualized,468,,"bud neck,cytoplasm,cell periphery"
YDL248W,COS7,tagged,visualized,not TAP visualized,not visualized,,ambiguous
YDR001C,NTH1,tagged,visualized,TAP visualized,1840,,cytoplasm
YDR003W,,tagged,visualized,TAP visualized,1230,,"cytoplasm,vacuole"
YDR004W,RAD57,tagged,visualized,TAP visualized,238,,"cytoplasm,nucleus"
YDR005C,MAF1,tagged,visualized,TAP visualized,1720,,"cytoplasm,nucleus"
YDR006C,SOK1,tagged,visualized,not TAP visualized,not visualized,,nucleus
YDR007W,TRP1,tagged,visualized,TAP visualized,1850,,"cytoplasm,nucleus"
YDR009W,GAL3,tagged,visualized,TAP visualized,721,,cytoplasm
YDR011W,SNQ2,tagged,visualized,TAP visualized,1300,,cell periphery
YDR012W,RPL4B,tagged,visualized,TAP visualized,151000,,cytoplasm
YDR014W,RAD61,tagged,visualized,TAP visualized,721,,nucleus
YDR016C,DAD1,tagged,visualized,TAP visualized,799,,spindle pole
YDR017C,KCS1,tagged,visualized,TAP visualized,1940,,cytoplasm
YDR019C,GCV1,tagged,visualized,TAP visualized,4090,,mitochondrion
YDR020C,,tagged,visualized,TAP visualized,4280,,"cytoplasm,nucleus"
YDR021W,FAL1,tagged,visualized,TAP visualized,3090,329.0,"nucleolus,nucleus"
YDR022C,CIS1,tagged,visualized,TAP visualized,486,,punctate composite
YDR023W,SES1,tagged,visualized,not TAP visualized,not visualized,,cytoplasm
YDR024W,FYV1,tagged,visualized,not TAP visualized,not visualized,,"cytoplasm,nucleus"
YDR025W,RPS11A,tagged,visualized,TAP visualized,technical problem,,cytoplasm
YDR026C,,tagged,visualized,TAP visualized,432,,nucleolus
YDR027C,LUV1,tagged,visualized,TAP visualized,2540,,"punctate composite,early Golgi"
YDR028C,REG1,tagged,visualized,TAP visualized,2560,,cytoplasm
YDR031W,,tagged,visualized,not TAP visualized,not visualized,,"cytoplasm,nucleus"
YDR032C,PST2,tagged,visualized,TAP visualized,2330,,punctate composite
YDR033W,MRH1,tagged,visualized,TAP visualized,182000,,"cell periphery,bud"
YDR034C,LYS14,tagged,visualized,TAP visualized,450,,"cytoplasm,nucleus"
YDR034W-B,,tagged,visualized,TAP visualized,861,,cell periphery
YDR035W,ARO3,tagged,visualized,TAP visualized,8970,,"cytoplasm,nucleus"
YDR036C,EHD3,tagged,visualized,TAP visualized,3950,,mitochondrion
YDR038C,ENA5,tagged,visualized,TAP visualized,606,,cell periphery
YDR039C,ENA2,tagged,visualized,TAP visualized,639,,cell periphery
YDR040C,ENA1,tagged,visualized,TAP visualized,688,,cell periphery
YDR041W,RSM10,tagged,visualized,TAP visualized,8480,,mitochondrion
YDR043C,NRG1,tagged,visualized,TAP visualized,556,,"cytoplasm,nucleus"
YDR044W,HEM13,tagged,visualized,TAP visualized,22000,3430.0,"cytoplasm,nucleus"
YDR046C,BAP3,tagged,visualized,TAP visualized,low signal,,vacuole
YDR047W,HEM12,tagged,visualized,TAP visualized,9220,456.0,"cytoplasm,nucleus"
YDR049W,,tagged,visualized,TAP visualized,3930,,cytoplasm
YDR050C,TPI1,tagged,visualized,TAP visualized,207000,,"cytoplasm,nucleus"
YDR051C,,tagged,visualized,TAP visualized,3170,,"cytoplasm,nucleus"
YDR052C,DBF4,tagged,visualized,TAP visualized,low signal,,"cytoplasm,nucleus"
YDR054C,CDC34,tagged,visualized,TAP visualized,8170,,"cytoplasm,nucleus"
YDR055W,PST1,tagged,visualized,TAP visualized,11700,,ER
YDR056C,,tagged,visualized,TAP visualized,1600,,ER
YDR059C,UBC5,tagged,visualized,TAP visualized,981,,"cytoplasm,nucleus"
YDR060W,MAK21,tagged,visualized,TAP visualized,15000,,nucleolus
